ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
5.984616999541062,145.3918183640955,19403.456880078083,7.091921872097868,223.47879640018033,343.504847334478,15.932531084417,81.30445213122331,5.141992263609238,0
7.917514433261302,241.7375663162441,2983.3414171258373,6.514833927420413,538.5788516485527,462.91352982577837,16.13291964513654,48.66824930198524,2.547985106085143,1
8.546499283743927,245.68858106927928,11902.75164232716,,195.54002730943768,247.65579418643802,11.473358345286663,88.16538760707519,3.3981005062953313,1
8.396920178674298,122.71351066546335,,7.895392532790024,465.2250651872748,418.0321249177299,24.84429425602438,65.24751295995347,5.930090876746513,1
,279.4919489090342,12128.259300130037,8.088919739054925,341.8365639988756,466.8562616337127,11.758218148387495,43.29416280332972,6.220285508556842,0
6.5361814362231785,,22033.59459998768,4.8110112783302075,313.3397430161256,255.18752247231316,6.661082697262611,48.612447692713985,7.730528132868559,1
7.496895147105346,,26817.434088151418,6.719448828899143,368.53966564677614,379.61165310201454,,,1.9930797683868722,1
8.463317690683539,132.89361257574424,29625.028858001016,,413.1900339157813,471.5917140485565,14.42591480175787,,,1
6.281238643232065,131.70879222922804,7738.206421873167,7.511954292837542,259.55994976691306,106.6229352770523,13.484790895264624,55.396953011356416,9.757015552344333,0
6.721511535004274,192.55153451163517,41966.46054978954,4.761499515558713,268.4212274831428,533.5453061701743,,86.33324001007036,10.0,0
5.340497538990958,225.1392213447597,27674.793445541305,9.503894909026315,414.9604865112886,435.3679375891048,24.35857312157919,117.45262472732448,4.304791530921325,0
5.205690063878993,289.81804114634815,,8.831647563195208,179.26570463504,471.67276477173425,16.772951393023412,32.233883308892416,3.3576386155046576,0
8.218788733591296,235.30394569075656,30895.365830766408,6.273648882534368,291.57709068079146,358.7280720805236,17.748756108225425,80.67009618515871,,0
9.034360042856235,187.86593615939833,43654.07771999974,6.567162576723257,,227.72775184346446,15.813078117911337,94.91967073886225,,0
6.891984817629499,148.68153961670538,5612.798989431305,6.727155699444768,253.1987035410719,,16.35024806722598,67.14550550203508,5.977257117348234,1
8.505299346838036,261.5000286359575,17747.373575086465,5.4433828939869935,464.78027917597524,391.7409674583488,21.99312305279707,107.14849632566941,3.2127142796330306,1
7.542454037571451,151.76472871246426,0.0,6.113141163529929,291.4049231286188,,13.745726693861524,135.9651111478385,4.547045746456963,1
6.032320368092313,281.42342773861606,21926.515326480247,6.459459264650782,,508.76069851989536,7.715312272396351,80.3006604515891,0.8125267393952671,1
7.5420934082626205,185.78076751967453,23653.94241925141,10.225736741414256,,476.2063873862598,19.340273271138884,62.99230803166003,6.6961023965157365,0
9.307054849698954,279.5291036308925,19608.378845572406,8.893236616660873,462.89567351829476,592.1237417089612,17.48350806121196,99.3094842298587,2.1059142158061,0
6.946260941335073,233.94656450296392,13454.6642900169,8.869309414673246,,415.3854228873499,15.539899064425214,,9.39434335580261,1
9.346965483721009,,0.0,7.73985122600878,548.8884638754853,330.87875622088825,17.353766207738932,0.0,0.5881080515255623,1
3.0703823438653837,174.03018140869366,23735.336834117687,,291.06634354148196,381.1583153091274,13.146278898529129,69.91793331726659,2.183607236307272,1
8.232853756562836,182.954606132696,,6.917017790845241,373.422041359956,441.56633725386064,15.103462914271299,58.162015997826586,3.894550033091851,0
7.130570602357257,221.41583461876186,14089.81544266568,8.94097691922676,374.5276932217607,501.5856518992977,14.341498730700451,81.9011707454175,,1
6.551488974301199,203.85782481088583,24400.59929023145,4.483470741265425,237.80318800505847,253.2966048561281,12.042558714645416,64.1902515911863,1.9355696984145032,1
,,4318.556865799494,8.273106413746529,321.4127745020879,400.8537615179169,20.945863915525013,67.44471723186994,3.863623309021262,0
4.018646628098661,191.7184294841184,24572.13063692514,11.645218450525533,366.1513499238407,560.9541657038369,7.938706862910998,44.10361721616755,3.1666067740529504,0
6.670492168243732,203.9288514859575,16066.17702255343,9.123633291979463,306.78789568705804,375.979112899748,26.804410859064834,,3.88064438726463,1
7.53566885726762,93.56329527925939,12375.820493970856,9.828058271123975,594.0923965456535,493.1011854869104,19.386811046032378,119.65126664406196,2.439729623772608,1
9.216841067112274,,12396.363587838696,7.436677500884321,266.13763264004695,449.3117527216005,6.110122326488245,44.56984152354895,7.523901753460788,0
6.222594672589529,151.01393876415966,16063.884179669902,8.93586389752998,467.9424468140428,495.58606065249796,13.879168352545353,,4.615737419639134,0
5.787259595660219,142.33337983971273,23824.333156925353,5.564293571291929,435.64598131487867,,14.157270420482211,70.60009659482392,2.540774358967176,1
6.247364434623195,115.63278264446448,,8.591727624682452,348.61378654957286,319.4598329934419,16.959433144710562,69.14033016894209,5.539991388795547,0
8.373103176553112,,16028.846684321472,8.308776268121527,263.4790946147753,402.0271892122288,10.0531086463014,,2.1658072913345356,1
7.493126664489527,132.22762484438556,19585.282220008525,,273.174467960823,246.77782127596885,15.160126716841086,33.12415142864403,2.2154670843375808,1
6.205359694349442,,9009.607754681409,9.632014839436996,298.203270078349,373.02593933883423,14.394403009386766,53.86134474927708,0.7042475723694315,0
7.769901149670034,297.6629568763284,37966.65201675017,5.922430324305223,171.4258718053737,425.2876657515667,11.311908187132806,5.568902821994413,4.83802303648241,1
7.14561632402206,173.7060162052398,,6.6258849670526745,249.65345742007094,578.4635606949772,10.61623884264384,111.24950908635468,4.095969312176699,0
8.452967485799334,208.88750531340156,13305.630863665096,7.1909240827165934,201.75234846363574,440.2718189269822,19.594023233511784,77.5163388497009,1.727150556872513,1
5.946920359183972,,10216.920501775021,,484.5875003177716,462.52284708731025,6.517087299787033,56.097012580576106,1.6842247135365438,1
6.508506780103348,206.55325931079244,37984.80087138117,7.4538638876004955,411.84623923882185,516.4475847050006,17.389394680480258,30.331855642264706,4.904687505328277,0
6.411837770301764,196.12782696370033,25529.052285994814,3.562139174092306,428.5974098865461,,18.98755153439062,33.085718254682476,2.6259086368360385,1
4.804727577801822,140.23531182003777,10634.079937563578,9.09390906885642,408.88319515419477,383.49173376290145,13.907208308307919,82.42800699374173,4.911335612560793,0
7.444180415596864,272.5463774139606,31062.31558859969,7.093274733131931,366.6967623334163,642.5412591803893,15.26186419862498,36.77724863197869,0.756731828169902,1
7.391582908269834,290.35983218189426,22006.986942888783,5.958214192192473,496.06803321291375,392.08777776154915,20.817474998486908,,1.238704378794226,0
,115.8670652938657,22572.534211115017,5.331252775409757,288.9237344268263,511.6430748782207,11.475742446379716,131.28834583405092,6.992640820147404,1
6.64811929993728,148.79857045568102,16555.22791247547,6.530841940761625,360.6669655367045,496.37378771731073,11.99173785555438,59.57237131165538,4.300042173956377,1
4.876943886924378,186.0094828811497,12505.840130430268,,424.70588278241235,252.18862856123107,12.522581594503459,41.15666668076864,5.8989940864651755,0
6.369032015851961,151.77311025449043,23377.660990546014,8.095477957475122,217.8790768143871,431.04792770059333,20.826627996116407,81.46021616358288,2.6312854765995395,0
6.485928225209846,225.29827767279326,14549.127700044097,5.588924105443078,659.6588896142549,414.6747472205226,,33.22624777654818,1.8882945234342001,1
,163.58638987966935,38167.55629575104,5.307920654744731,352.8565762777586,432.9958787840435,8.020548827681905,121.5995359098821,6.653702701649096,0
,308.2528033903301,,8.313797412639294,364.1989450575593,324.588752020894,20.031203736558183,112.10859005585004,0.11058264962920251,1
7.606076285221808,259.5274297171798,35361.56772854945,,475.6878031674922,288.30804880878406,19.094541531736418,65.07485143139068,,0
9.829278851815795,210.62870153161074,18886.81151202199,7.119819548159007,441.49553330102236,352.39899999791487,22.767974052249137,43.0812045572734,5.676517737833886,0
7.261866719247759,251.34931316598662,22990.85734021106,7.2475092850485545,353.8078019396459,390.2205002915797,16.925540160631897,57.22690381673918,2.6121618811137117,1
7.386325586084147,255.29502121786544,28331.577666294346,7.624124263453477,363.0129438098042,518.4984447600316,14.778699398607117,61.130031637437156,10.0,0
6.888331126350749,171.80262559708785,13697.507049955637,8.716540860363743,199.5851469052021,581.7310819725607,,81.50701395121195,3.540058340784674,1
4.121843177051438,159.18913777290174,28642.483846986364,4.4740741262653545,294.3534222150024,539.6597846223178,18.494518957508827,101.18896987903348,4.924784846350149,1
6.960229186826175,203.90715314848237,,3.1776813494790246,401.721021615896,486.01852107818445,26.224492070743633,38.904621077242304,1.7453195683441163,1
7.09034531491154,243.0818062248972,12800.104667780608,5.8651054375432965,394.3892839042887,299.565973770041,19.793539224809138,100.32728696028234,10.0,1
10.69486316872793,206.95301993267088,10759.371926589347,10.603056815664372,472.1165750004087,,15.767739882119576,88.53056838433893,3.840271612995346,1
6.711458552828316,121.15017589045014,7464.939876282384,,337.94989417766755,420.99260524129977,9.129478098119144,54.76631527580181,,1
7.452321013500419,159.8587778024579,17850.45161921049,10.662354271131775,211.27134865691337,,12.095414114029408,37.39864312968969,3.6898331066969248,1
6.947932345442135,196.3013568202811,,6.614037264478621,455.6730430775678,457.7205652527951,,73.48698151877703,5.3451122235485435,1
5.246982943570702,,27026.59998499306,3.4357698360303424,493.6089346182016,472.0486108254288,13.924689819695685,38.21234548893747,2.214960007014994,1
8.71423422177253,298.6271088394904,22408.767572004075,2.3139217966963184,439.82445728562294,453.62900625654686,19.630337966164227,100.71042547487818,4.600269813056133,0
8.127899549030161,130.7006028800501,13343.065351064532,5.771923676901178,333.63663291425087,502.51346045575815,14.981644557597422,36.28351683603386,0.7329196988124832,1
8.186547920564571,225.27946209179373,23690.16437825167,6.60385273970128,454.4386051876579,309.5408786286926,20.108626343800363,86.43118579489432,1.0405861309000655,1
5.635918817807892,274.45565541641446,21242.856948508506,9.601250802111917,692.8910478008213,493.28287040921975,16.68786866719507,67.58150905554754,3.799926109319098,0
9.10419146640415,313.57248727113983,29360.561679360162,8.735610919084891,361.5152314440476,330.4354549879804,12.984538551229951,53.18125346874396,9.693439861234978,0
4.8972234058115784,179.78012884080192,27769.367029315166,7.454810157983241,218.82633077548755,305.9064047357115,15.43812577584982,66.91505481042128,0.6298885931266923,1
7.880285640700405,,20304.764139206287,5.220310458117717,,453.2116134186382,17.36048345527548,102.39949508902606,2.1481005622012472,1
10.285683438714969,228.48801785993234,11027.469938387432,5.078440883510219,412.5476000304051,521.5873562198981,15.69611699231808,34.232277730186304,1.2082024948364583,1
5.514195512303967,,13470.498441679192,7.508255374142871,189.51956891019373,448.801348637601,15.753421144259569,57.6353033442455,2.5785509725498996,0
6.150553405595842,195.0577399380347,,,366.94030749120697,402.0804023772544,11.154749462066468,47.44769305938436,3.6250498627678103,1
7.1494770476314615,221.7987694750023,,7.783762524491169,388.03366503158827,431.0153826101507,12.83511867378892,68.84148599353856,,1
6.244786518825701,73.38769573901574,22680.504275897532,4.93080408078669,503.51217398126516,413.642691806728,26.29230398077322,49.45957322462037,0.376586731172135,1
4.674004853400801,234.10347450313157,27151.743901280584,8.301335257584173,481.0194856054301,287.4049103864606,,16.95756272840157,0.7603054307481879,0
7.102844462209041,206.30889518309837,19488.813069846223,7.851821934202823,436.4584791751771,275.7379855055085,7.630795515951421,38.345873592029136,1.2368093267574354,1
5.406544429410843,188.87625516108673,20161.247879004724,4.858667187619643,133.73209894854705,392.1174120526545,3.165155212468191,,2.348336064794149,0
7.710388645952772,,21433.063050000037,5.431358059399488,442.1053128047925,407.9856835769304,15.380962107243612,,1.7888795108132305,1
5.620863648649295,166.2532990604724,14840.946868676601,8.376991949123132,420.5513386060246,401.1332378367734,,76.37086161424233,2.4288369654069255,0
9.324901607526309,179.84620054674846,,6.530984929708218,375.59443770783463,467.6101613649913,12.400290812888963,61.521628299740854,3.2109412923193656,1
5.825120061495644,299.5776651102367,,10.178294603272914,,378.452328383566,20.10829364098969,68.45123727672492,2.7025995172830277,0
6.516907725691486,158.39693475750715,13048.506419231275,,272.322609081294,456.2979181904856,15.29827282503542,57.1056423150586,10.0,0
8.220275826054504,172.49423585317305,24731.454532677868,,233.31772304659336,385.5413232673552,14.184693601365126,85.80785593123196,10.0,1
5.1537035253490675,192.6487288284575,12970.885619604325,6.979588799218135,,582.3358962036466,18.780575880875908,73.02426562778119,3.706119110058596,0
7.341189901906194,242.03672410647746,17621.929625740602,7.126766785275437,349.70848485852053,408.07137267264466,12.340621035488656,34.861953695241546,1.9903537476551922,1
8.960714131423643,,24664.31287412317,5.54321937351658,270.217787855722,634.0722611525678,,77.61173509312577,2.673775616535323,1
4.588775148158159,135.36873264238687,25206.89496422669,,612.5305580268912,435.20115910908646,18.350836310652316,0.0,4.1708786433679075,1
7.276950787798456,173.39157184364052,,8.402779787618998,333.122806056209,378.63228294117846,14.843020314669879,82.41577599033357,1.5418649485199074,1
,169.63227833938942,29970.593564536415,8.690546594084191,479.375315586596,310.05520237403255,24.543881366888677,27.71929429490436,4.224162602152848,1
8.172734307665966,,31273.500893554854,8.207562939105918,193.09009753067755,255.71114259423064,18.46912706428009,67.11834741489773,,0
5.144573933682877,221.29218293149145,8701.501427814403,10.030636188647604,296.99104139951305,,18.14406914166381,34.161171904114326,9.972427744965609,0
5.019315080373586,220.9102877943986,11761.63130358846,,359.68978760343145,312.039369083601,14.75247676967466,70.08469598599291,1.5056591731322113,1
7.782912348425347,111.1994122975799,31910.906831461914,10.34854153214226,259.184605139233,439.4820020412177,19.37377338354803,87.34835557828666,8.26640336266638,0
7.445477009849779,253.1970493780428,18531.464787446992,5.198157762891695,,,13.386961135991768,115.0848125574874,4.194806205725285,1
7.375739275518815,212.62844229983116,0.0,4.974628873263015,328.20490937564614,418.69270525544977,16.411888755997577,23.759270349655644,1.8888668240969746,1
7.519672314245463,269.2266023796953,6003.184952673137,3.4800822357014995,326.6092014555106,,10.418534764977199,,5.7274064536698805,1
5.979962917632264,222.2099163645336,17506.303748275186,6.108409372346366,535.5118573035346,391.21916483651466,20.197206961152958,73.93458116132415,,1
7.348380545741505,255.06614788678812,8369.573497153982,5.992555326341092,387.82262854315104,607.9156698466804,16.453023486308958,56.47998541526128,2.863701060780924,1
7.439608709948022,223.32726557250635,15865.762293635587,8.051874560509301,397.95105629413035,282.4189019660802,24.912565318489385,,1.9600113999735018,1
5.928472872960448,267.3112878101374,20323.962136835788,7.487781883240902,403.9654774345071,384.9416451625072,26.96149191834879,62.9222544674438,6.870369766233701,0
9.798661766717135,226.11253180088892,34622.54604034729,4.614053257961727,411.26263773371124,,18.81659725716574,91.52591549202037,10.0,0
7.710749381367681,195.1042376778548,17095.46083772211,6.214547523148365,341.71130161251347,493.6506606057008,,40.231908606160154,1.5262048651257785,1
5.2130447541960265,313.62173602234407,30725.41799572759,6.257075957824629,317.92536285211537,176.0208369633879,10.269677439372156,51.01008903111123,6.496938806502126,0
,244.4518561139946,34287.601620367706,3.4480355060762147,366.68160595182775,,19.523749016294122,98.30800158383798,3.5951149437815832,1
5.5379774946590175,228.68722105022067,34343.09669352076,5.038106545973261,465.6803948913473,389.2653177549037,16.05142281947614,114.56201570711266,6.060569504495399,0
8.180626905613678,136.1847791730832,22847.545933855683,5.458372738771821,462.62381884363833,555.1377721009493,17.69017419577231,68.94904302541453,4.108081515985948,1
8.737893368511106,135.5846191268231,367.1085216102583,9.867250039641892,325.96015243115886,422.5841834037307,23.648936937281217,0.0,2.976284517753801,0
5.7689765224724345,214.63577410709266,24608.248654038653,7.382901431914705,426.78436946681114,264.84525457357665,10.877883556683265,64.02852152174636,10.0,0
,207.27605988841205,30483.99887813541,8.324337507894999,,280.283340730977,10.378479157593318,,,1
7.619171390404747,169.29387174958418,19189.32894564583,4.0027290057015765,353.38705494352445,567.2989702844952,13.817870308146599,63.016798699204834,6.433740998642914,1
8.233090239991736,207.04913498060301,37445.83870075249,9.388428966027984,302.6476618445803,,19.106005748759117,80.09015684996594,1.991416153953067,0
9.845189473980922,279.43134640217977,28598.33561467458,9.602204126048186,331.83548610937663,,17.77433620107244,55.69270217208034,9.5061349649609,0
6.631917825995695,234.77012372751494,25682.73377152784,3.003310065710748,484.133006954968,,10.521557441521137,95.16612582034082,3.4760529236688376,1
5.869395753463765,142.94957451236309,30863.807112058377,,359.24211473392364,501.10970055869905,18.78276450351241,34.998601818068735,1.0290457203107715,0
5.665728355561715,194.42455864285282,23333.698512608782,7.99153114603102,363.5282508552318,527.4059643266796,8.993935905533686,107.10546122062422,2.5384724660992544,1
5.776284572551843,159.75167595737196,0.0,8.288776907076365,205.27822207420417,304.9958119734183,10.811291628255713,,3.8514423593057088,0
6.884347435878844,,15008.610485296344,5.643010539025557,319.075609236727,,14.422713414054053,42.608207858190774,3.706753888081223,0
7.511727962224966,179.31921671851785,31971.680272478538,,325.8685096255271,413.31664893627055,12.2328437701239,42.59200523190812,3.173218669370503,1
7.415036198995028,176.11772086979974,11924.086599017039,5.805237877909715,267.0856514556595,433.5126133073664,19.44929744325467,82.32085941332585,3.606094308196499,1
,137.24323140133026,17765.27494763061,7.220836093892239,352.16654117035637,436.46018037048316,16.43189241500547,34.38338770771332,1.4057233513002774,0
7.0195028378168605,193.6172659240905,,9.394357062923826,307.08177097723456,547.8183935639001,23.827805888136304,,3.503816132838027,0
,171.9696181576345,37839.22595201769,5.457915685717591,357.9995855243582,226.62329099917517,13.764073173227928,103.07580869368044,2.2860077821076388,0
6.603014750143066,53.527565499886606,36814.92457418016,9.001640995536828,362.15030098189345,485.96950512977656,,92.12820293430889,4.927244596365023,1
11.080253749884427,302.64860122508315,11161.311048592706,5.436655855306225,254.42456421773556,290.33749558526824,21.051913045308815,,3.6564338279375237,1
7.938501021647509,254.4384827108336,21472.98000389084,5.304745575006232,310.12982175168105,485.57353208608413,14.545395984381022,75.12352442800623,,0
5.714263665375576,181.1849637537502,13195.059522359523,8.637189236686426,357.73742827608334,352.50432954786226,22.470026238537727,51.67485993165444,5.117173403675838,1
5.393661252908331,200.94095248702993,26149.44639031378,8.843872756015234,468.42994311567253,318.6028204109488,17.70414105192246,71.53730534959061,,0
7.723708622864778,,25096.83077242329,8.702819873525309,375.6719172795741,339.00972930507976,3.2360676505732044,65.48234981774097,4.331933837174536,1
6.664805822011224,284.78614389054326,28117.055716132654,4.368405183563718,283.80648200825726,255.43897992234375,20.88785207074732,65.90328672390594,1.756278355551737,1
8.071000741138137,294.8644347386556,23319.184477078874,6.0680980438558985,389.9004759243852,404.04289398334674,19.563634065599043,69.285888757128,10.0,1
7.709856436860317,207.83468641232622,49354.06206388468,8.645977184006643,520.7548889321761,322.73266093395426,19.756663030552723,42.046998734612906,3.2913322309322877,1
6.890756631014691,251.17653220926724,9720.762349892611,7.083083681127789,441.67064725890185,478.6298230900278,5.445108107273709,78.46653264911929,4.231159657394795,1
5.729809422897393,208.7643389466962,2893.966455634858,4.852614307605071,404.752653043562,464.0056081032917,,27.740101967242268,0.6000887074508491,1
4.727729162971203,133.16372805620347,,7.916635878250883,,,12.056475832216151,48.495201762756565,3.5912747147639044,1
6.330227571899468,,4320.117344397326,5.570385482017059,493.9954041428631,436.6327483541077,10.794393162198038,66.43363710580547,5.986817371100947,0
8.284598191485209,206.59639833859785,5075.377299940072,10.589049696784425,457.562679401766,452.0677767080074,23.70961265946969,2.2134006203322514,2.761257080465444,1
7.321140616195306,177.27261406282778,9986.85345802033,10.089682924836517,406.67603811176576,540.0099811827814,14.941160810881831,93.06974609034752,4.7121499810230585,1
5.131391831932018,189.0673361282482,,8.208194852711134,456.8642219590085,337.23373039733036,14.817195286854147,8.405364704574843,4.820673807910837,0
7.259771388776773,195.43002212454428,10453.818980499398,9.722013409539548,241.8348903735939,251.17417871769675,17.760041551578894,90.08763072694535,6.3138173663801815,1
7.577976069593255,195.95607510672693,25182.189504454116,,,,17.84650833944691,31.21572130215513,,1
,202.61292452487416,14938.109389146639,,365.709865064383,257.7366530785596,0.0,57.85243927889501,2.4492366295740626,0
,146.96974668016995,18204.8542512752,9.95544059060415,356.86807096505385,645.393867292539,11.768212314253184,85.57391940848288,,0
7.087313077669,164.1491925436032,28942.32774500935,7.490997363588625,295.60899464867424,545.5498292078944,7.936057111043616,135.94418558438446,4.857019377889545,1
5.2855445532540655,135.77078671500152,12336.774752185738,6.489625656971433,432.585266982771,,17.0015304657741,73.49355933122048,10.0,1
7.536681040522425,248.89077748431,17354.541012952777,3.5907560836457684,,406.2446976663129,13.555537928329763,10.52121015401476,1.8001888635963545,1
7.841176789552351,94.71765290798378,23657.599860929156,6.833732948557012,,455.0573593701598,15.076937822506343,98.61085397907323,,1
8.624576864762915,257.6795171658463,584.3219937977883,8.646846369124622,,354.0524568047356,,63.04244785422945,10.0,0
8.580703078052355,269.31746986314215,0.0,8.89126685513526,186.36982149005405,488.2924805586752,13.45073887654751,72.0971996337647,1.9973203803485151,0
,184.89097065086892,23461.173287977228,8.00873013143682,499.4731007269304,278.4456787948943,20.575651259164076,86.73589089662843,6.949577614893984,0
